organisation_id,subsidiary_id,organisation_size,submission_period,packaging_activity,packaging_type,packaging_class,packaging_material,packaging_material_subtype,from_country,to_country,packaging_material_weight,packaging_material_units,transitional_packaging_units,ram_rag_rating
103815,,L,2025-H1,SO,HH,P1,ST,,,,37720147,,,G
103815,,L,2025-H1,SO,NH,P1,PC,,,,40331945,,,
103815,,L,2025-H1,SO,NH,P1,PL,,,,8941500,,,
103815,,L,2025-H1,SO,NH,P1,ST,,,,29387701,,,
103815,,L,2025-H1,,OW,O2,PC,,EN,,24191256,,,
103815,,L,2025-H1,,OW,O2,ST,,EN,,37009046,,,
103815,,L,2025-H1,,OW,O2,WD,,EN,,23171638,,,
100135,,L,2025-H1,IM,NH,P4,PL,,,,38732810,,,
100135,,L,2025-H1,IM,NH,P4,WD,,,,31181244,,,
100135,,L,2025-H1,IM,RU,P5,WD,,,,45764012,,,
100135,,L,2025-H1,SO,NH,P1,PC,,,,49328250,,,
100135,,L,2025-H1,SO,NH,P1,PL,,,,5357484,,,
107811,,L,2025-H1,IM,NH,P1,OT,Rubber,,,43927507,,,
107811,,L,2025-H1,IM,NH,P1,PC,,,,38392150,,,
107811,,L,2025-H1,IM,NH,P1,PL,,,,18946884,,,
107811,,L,2025-H1,IM,NH,P1,ST,,,,43323944,,,
107811,,L,2025-H1,IM,NH,P2,PC,,,,5863340,,,
107811,,L,2025-H1,IM,NH,P4,PC,,,,12980383,,,
107811,,L,2025-H1,IM,NH,P4,PL,,,,21819174,,,
107811,,L,2025-H1,IM,NH,P4,WD,,,,29068566,,,
107811,,L,2025-H1,IM,RU,P5,WD,,,,31879936,,,
107811,,L,2025-H1,PF,NH,P1,PC,,,,37540685,,,
107811,,L,2025-H1,PF,NH,P1,ST,,,,8312615,,,
107811,,L,2025-H1,PF,NH,P4,PL,,,,23046503,,,
107811,,L,2025-H1,PF,NH,P4,WD,,,,46910362,,,
107811,,L,2025-H1,PF,RU,P5,WD,,,,25743470,,,
107811,,L,2025-H1,SE,NH,P4,PL,,,,45159163,,,
107811,,L,2025-H1,SE,NH,P4,WD,,,,2562471,,,
107811,,L,2025-H1,SO,NH,P1,OT,Rubber,,,45358681,,,
107811,,L,2025-H1,SO,NH,P1,PC,,,,4003983,,,
107811,,L,2025-H1,SO,NH,P1,PL,,,,34131091,,,
107811,,L,2025-H1,SO,NH,P1,ST,,,,49193236,,,
107811,,L,2025-H1,SO,NH,P2,PC,,,,41195374,,,
103276,109683,L,2025-H1,PF,NH,P4,PL,,,,12258655,,,
103276,109683,L,2025-H1,SO,HH,P1,PC,,,,41635100,,,
103276,109683,L,2025-H1,SO,HH,P1,PL,Flexible,,,5546210,,,
103276,109683,L,2025-H1,SO,NH,P1,PC,,,,27550763,,,
103276,109683,L,2025-H1,SO,NH,P1,PL,,,,4306106,,,
103276,109683,L,2025-H1,SO,NH,P2,PC,,,,14881541,,,
103276,109683,L,2025-H1,SO,PB,B1,FC,,,,30701653,,,
105010,,L,2025-H1,PF,HH,P1,PC,,,,28672024,,,G
105010,,L,2025-H1,PF,HH,P1,PL,Flexible,,,40661601,,,R
105010,,L,2025-H1,PF,HH,P3,PL,Flexible,,,17820123,,,R
105010,,L,2025-H1,PF,NH,P2,PC,,,,42364082,,,
105010,,L,2025-H1,PF,NH,P2,PL,,,,10629843,,,
105010,,L,2025-H1,PF,NH,P4,PC,,,,33802676,,,
105010,,L,2025-H1,PF,NH,P4,PL,,,,38822314,,,
105010,,L,2025-H1,,OW,O2,PC,,EN,,46644256,,,
105010,,L,2025-H1,,OW,O2,PL,,EN,,30028337,,,
102194,,L,2025-H1,IM,NH,P2,PC,,,,22811882,,,
107701,,L,2025-H1,IM,NH,P1,PC,,,,47053231,,,
107701,,L,2025-H1,IM,NH,P1,PL,,,,4349469,,,
107701,,L,2025-H1,IM,NH,P1,ST,,,,15368445,,,
107701,,L,2025-H1,IM,NH,P1,WD,,,,27965494,,,
107701,,L,2025-H1,PF,NH,P2,PC,,,,18897364,,,
107701,,L,2025-H1,SO,HH,P1,AL,,,,28863783,,,
107701,,L,2025-H1,SO,HH,P1,GL,,,,47540227,,,
107701,,L,2025-H1,SO,HH,P1,PC,,,,6040635,,,
107701,,L,2025-H1,SO,HH,P1,PL,Flexible,,,9808945,,,
107701,,L,2025-H1,SO,HH,P1,PL,Rigid,,,20439401,,,
107701,,L,2025-H1,SO,HH,P3,PC,,,,39209033,,,
100640,108843,L,2025-H1,IM,NH,P4,PC,,,,23045576,,,
100640,108843,L,2025-H1,IM,NH,P4,PL,,,,37322867,,,
100640,108843,L,2025-H1,IM,NH,P4,WD,,,,2543980,,,
100640,108843,L,2025-H1,IM,RU,P5,WD,,,,24525922,,,
100640,108843,L,2025-H1,PF,HH,P3,PC,,,,24790468,,,R
100640,108843,L,2025-H1,PF,HH,P3,PL,Flexible,,,22538848,,,R
100640,108843,L,2025-H1,PF,NH,P4,PL,,,,20884266,,,
100640,108843,L,2025-H1,PF,NH,P4,ST,,,,34398830,,,
100640,108843,L,2025-H1,PF,NH,P4,WD,,,,11533861,,,
100640,108843,L,2025-H1,PF,RU,P5,WD,,,,29420251,,,
100640,108843,L,2025-H1,SO,HH,P1,OT,Cloth,,,10692350,,,R
100640,108843,L,2025-H1,SO,HH,P1,PC,,,,46716766,,,R
100640,108843,L,2025-H1,SO,HH,P1,PC,,,,34536577,,,G
100640,108843,L,2025-H1,SO,HH,P1,PL,Flexible,,,39085107,,,R
100640,108843,L,2025-H1,SO,HH,P1,PL,Rigid,,,2624363,,,R
100640,108843,L,2025-H1,SO,NH,P2,PC,,,,35241365,,,
100640,108843,L,2025-H1,SO,NH,P2,PL,,,,29113467,,,
102567,,L,2025-H1,IM,NH,P2,PC,,,,1531351,,,
102567,,L,2025-H1,IM,NH,P4,PL,,,,11433739,,,
102567,,L,2025-H1,IM,NH,P4,WD,,,,35677580,,,
102567,,L,2025-H1,IM,RU,P5,WD,,,,23970594,,,
102567,,L,2025-H1,SO,HH,P1,OT,Cloth,,,489585,,,
102567,,L,2025-H1,SO,HH,P1,OT,Cotton,,,45275013,,,
102567,,L,2025-H1,SO,HH,P1,OT,Other Metals,,,53588,,,
102567,,L,2025-H1,SO,HH,P1,PC,,,,11346299,,,
102567,,L,2025-H1,SO,HH,P1,PL,Flexible,,,9854469,,,
102567,,L,2025-H1,SO,HH,P1,PL,Rigid,,,48027117,,,
102567,,L,2025-H1,SO,HH,P1,ST,,,,14428129,,,
102567,,L,2025-H1,SO,HH,P1,WD,,,,46092941,,,
102567,,L,2025-H1,SO,HH,P3,PC,,,,9744057,,,
107533,,L,2025-H1,IM,NH,P1,PL,,,,19179849,,,
107533,,L,2025-H1,IM,NH,P2,PC,,,,42995371,,,
107533,,L,2025-H1,IM,NH,P2,PL,,,,12916184,,,
107533,,L,2025-H1,IM,NH,P4,PL,,,,7110335,,,
107533,,L,2025-H1,IM,NH,P4,WD,,,,36056035,,,
107533,,L,2025-H1,IM,RU,P5,WD,,,,39259731,,,
107533,,L,2025-H1,PF,NH,P4,PL,,,,38683119,,,
107533,,L,2025-H1,SO,HDC,,AL,,,,30066373,159240,,
107533,,L,2025-H1,SO,HH,P1,FC,,,,40925008,,,
107533,,L,2025-H1,SO,HH,P1,GL,,,,47931111,,,
107533,,L,2025-H1,SO,HH,P1,PC,,,,11745713,,,
107533,,L,2025-H1,SO,HH,P1,PL,Rigid,,,15560565,,,
107533,,L,2025-H1,SO,HH,P1,ST,,,,36259131,,,
107533,,L,2025-H1,SO,HH,P3,PC,,,,29610324,,,
107533,,L,2025-H1,SO,NH,P2,PC,,,,8987496,,,
107533,,L,2025-H1,SO,NH,P2,PL,,,,13978644,,,
107533,,L,2025-H1,SO,PB,B1,FC,,,,43948141,,,
107533,,L,2025-H1,SO,PB,B1,PL,Flexible,,,6548836,,,
107533,,L,2025-H1,SO,PB,B1,PL,Rigid,,,46029637,,,
108159,,L,2025-H1,IM,NH,P2,PC,,,,20902530,,,
108159,,L,2025-H1,IM,NH,P4,PL,,,,19118677,,,
108159,,L,2025-H1,IM,NH,P4,WD,,,,45277785,,,
108159,,L,2025-H1,IM,RU,P5,WD,,,,33277987,,,
108159,,L,2025-H1,PF,NH,P4,PC,,,,1152469,,,
108159,,L,2025-H1,PF,NH,P4,WD,,,,4250858,,,
108159,,L,2025-H1,PF,RU,P5,WD,,,,34748786,,,
108159,,L,2025-H1,,OW,O2,WD,,EN,,11039202,,,
100665,,L,2025-H1,IM,HH,P1,PC,,,,46435407,,,
100665,,L,2025-H1,IM,HH,P1,PL,Flexible,,,4768827,,,
100665,,L,2025-H1,IM,HH,P1,PL,Rigid,,,43375436,,,
100665,,L,2025-H1,IM,HH,P3,PC,,,,14333573,,,
100665,,L,2025-H1,IM,NH,P2,PC,,,,20367248,,,
100665,,L,2025-H1,IM,NH,P4,PL,,,,568239,,,
100665,,L,2025-H1,IM,NH,P4,WD,,,,40226467,,,
100665,,L,2025-H1,IM,RU,P5,WD,,,,4763989,,,
100665,,L,2025-H1,SO,HH,P1,PC,,,,11918926,,,
100665,,L,2025-H1,SO,HH,P1,PL,Flexible,,,24131321,,,
100665,,L,2025-H1,SO,HH,P1,PL,Rigid,,,23923619,,,
100784,,L,2025-H1,IM,NH,P2,PC,,,,989663,,,
100784,,L,2025-H1,PF,HH,P3,PC,,,,18160851,,,G
100784,,L,2025-H1,PF,NH,P4,PL,,,,5649255,,,
100784,,L,2025-H1,PF,NH,P4,WD,,,,43159032,,,
100784,,L,2025-H1,PF,RU,P5,WD,,,,13871972,,,
100784,,L,2025-H1,SO,HH,P1,PC,,,,30354628,,,G
100784,,L,2025-H1,SO,HH,P3,PC,,,,22066144,,,G
100784,,L,2025-H1,SO,NH,P2,PC,,,,13772235,,,
103710,,L,2025-H1,PF,NH,P1,PC,,,,2090883,,,
103710,,L,2025-H1,PF,NH,P4,PL,,,,10042735,,,
103710,,L,2025-H1,PF,NH,P4,WD,,,,35352628,,,
101344,,L,2025-H1,IM,NH,P2,PC,,,,45749068,,,
101344,,L,2025-H1,PF,NH,P2,PC,,,,13186898,,,
101344,,L,2025-H1,PF,NH,P4,PL,,,,22446925,,,
101344,,L,2025-H1,PF,NH,P4,WD,,,,28495020,,,
101344,,L,2025-H1,PF,RU,P5,WD,,,,6986235,,,
101344,,L,2025-H1,SO,HH,P1,PC,,,,32283428,,,
101344,,L,2025-H1,SO,HH,P1,PL,Flexible,,,6598247,,,
101344,,L,2025-H1,SO,HH,P1,ST,,,,18889741,,,
101344,,L,2025-H1,SO,HH,P3,PL,Flexible,,,26375654,,,
104606,,L,2025-H1,IM,NH,P4,PL,,,,19223311,,,
104606,,L,2025-H1,PF,NH,P1,PL,,,,23771496,,,
104606,,L,2025-H1,PF,NH,P2,PC,,,,13514222,,,
104606,,L,2025-H1,PF,NH,P2,PL,,,,47130152,,,
104606,,L,2025-H1,PF,NH,P4,PL,,,,4046059,,,
104606,,L,2025-H1,PF,NH,P4,WD,,,,13197006,,,
104606,,L,2025-H1,,OW,O2,PC,,EN,,49094030,,,
104606,,L,2025-H1,,OW,O2,PL,,EN,,27385828,,,
104606,,L,2025-H1,,OW,O2,WD,,EN,,48277191,,,
114284,115810,L,2025-H1,,OW,O2,PC,,EN,,25176269,,,
114284,115810,L,2025-H1,,OW,O2,PL,,EN,,8435943,,,
114284,115810,L,2025-H1,SO,HH,P1,OT,String,,,36338440,,,G
114284,115810,L,2025-H1,SO,HH,P1,PC,,,,29880679,,,G
114284,115810,L,2025-H1,SO,HH,P1,PL,Flexible,,,41664818,,,A
114284,115810,L,2025-H1,SO,HH,P3,PC,,,,7145909,,,G
114284,115810,L,2025-H1,SO,NH,P2,PC,,,,20942576,,,
114284,115810,L,2025-H1,SO,NH,P2,PL,,,,31092082,,,
106942,,L,2025-H1,IM,NH,P4,PC,,,,16213149,,,
106942,,L,2025-H1,IM,NH,P4,PL,,,,14447759,,,
106942,,L,2025-H1,IM,NH,P4,WD,,,,10808425,,,
106942,,L,2025-H1,IM,RU,P5,WD,,,,25145435,,,
106942,,L,2025-H1,SO,HH,P1,PL,Rigid,,,10456737,,,
106942,,L,2025-H1,SO,NH,P2,PC,,,,6803199,,,
106942,,L,2025-H1,SO,NH,P4,PC,,,,8281132,,,
106942,,L,2025-H1,SO,NH,P4,PL,,,,41340261,,,
106942,,L,2025-H1,SO,PB,B1,PL,Flexible,,,2975547,,,
107009,,L,2025-H1,IM,NH,P1,PL,,,,44785347,,,
107009,,L,2025-H1,IM,NH,P4,PL,,,,49124806,,,
107009,,L,2025-H1,IM,NH,P4,WD,,,,24114475,,,
107009,,L,2025-H1,IM,RU,P5,WD,,,,28206034,,,
100196,,L,2025-H1,PF,NH,P2,PC,,,,25308549,,,
100196,,L,2025-H1,PF,NH,P2,PL,,,,29003699,,,
100196,,L,2025-H1,SO,HDC,,GL,,,,43209455,11148144,,G
100196,,L,2025-H1,SO,HDC,,PL,,,,20168144,1000746,,
100196,,L,2025-H1,SO,HH,P1,AL,,,,37244134,,,G
100196,,L,2025-H1,SO,HH,P1,FC,,,,648145,,,A
100196,,L,2025-H1,SO,HH,P1,PC,,,,45059967,,,A
100196,,L,2025-H1,SO,HH,P1,PC,,,,31151962,,,G
100196,,L,2025-H1,SO,HH,P1,PL,Rigid,,,6812880,,,A
100196,,L,2025-H1,SO,HH,P1,PL,Rigid,,,13028025,,,G
100196,,L,2025-H1,SO,NH,P1,AL,,,,44568105,,,
100196,,L,2025-H1,SO,NH,P1,GL,,,,1822493,,,
100196,,L,2025-H1,SO,NH,P1,PC,,,,48540434,,,
100196,,L,2025-H1,SO,NH,P2,PC,,,,23278400,,,
100196,,L,2025-H1,IM,NH,P2,PC,,,,48641495,,,
100196,,L,2025-H1,IM,NH,P2,PL,,,,31568423,,,
100196,,L,2025-H1,IM,NH,P4,PL,,,,6485227,,,
100196,,L,2025-H1,IM,NH,P4,WD,,,,33856498,,,
105210,,L,2025-H1,IM,NH,P1,PC,,,,45333530,,,
105210,,L,2025-H1,IM,NH,P4,PL,,,,7225837,,,
105210,,L,2025-H1,IM,NH,P4,WD,,,,49518065,,,
105210,,L,2025-H1,PF,NH,P1,PC,,,,45366389,,,
105210,,L,2025-H1,PF,NH,P1,PL,,,,45010917,,,
105210,,L,2025-H1,PF,NH,P2,PC,,,,26035521,,,
105210,,L,2025-H1,PF,NH,P4,PC,,,,32796634,,,
105210,,L,2025-H1,PF,NH,P4,PL,,,,42926536,,,
105210,,L,2025-H1,SO,NH,P2,PC,,,,29363682,,,
104994,,L,2025-H1,PF,NH,P1,PC,,,,17621940,,,
104994,,L,2025-H1,SO,NH,P1,PC,,,,30874545,,,
104994,,L,2025-H1,SO,NH,P1,PL,,,,17016712,,,
111584,,L,2025-H1,SO,HDC,,GL,,,,36197316,102906,,
111584,,L,2025-H1,SO,HH,P1,AL,,,,20579258,,,
111584,,L,2025-H1,SO,HH,P1,GL,,,,22528504,,,
111584,,L,2025-H1,SO,HH,P1,OT,Cork,,,28874909,,,
111584,,L,2025-H1,SO,HH,P1,PC,,,,22995975,,,
111584,,L,2025-H1,SO,HH,P1,PL,Flexible,,,48581836,,,
111584,,L,2025-H1,SO,HH,P1,PL,Rigid,,,639248,,,
111584,,L,2025-H1,SO,HH,P1,ST,,,,48730106,,,
111584,,L,2025-H1,SO,NH,P1,PC,,,,43959860,,,
111584,,L,2025-H1,SO,NH,P1,PL,,,,48139864,,,
111584,,L,2025-H1,SO,NH,P2,PC,,,,3572546,,,
111584,,L,2025-H1,SO,NH,P2,PL,,,,38516795,,,
111584,,L,2025-H1,IM,HDC,,AL,,,,47469788,346584,,
111584,,L,2025-H1,IM,HDC,,PL,,,,24510536,429552,,
111584,,L,2025-H1,IM,HH,P1,GL,,,,16794333,,,
111584,,L,2025-H1,IM,HH,P1,PC,,,,26818279,,,
111584,,L,2025-H1,IM,HH,P1,PL,Flexible,,,5544462,,,
111584,,L,2025-H1,IM,HH,P1,PL,Rigid,,,30366553,,,
111584,,L,2025-H1,IM,HH,P1,ST,,,,26454941,,,
111584,,L,2025-H1,IM,NH,P2,PC,,,,6200839,,,
111584,,L,2025-H1,IM,NH,P2,PL,,,,6443167,,,
111584,,L,2025-H1,IM,NH,P4,PC,,,,44637713,,,
111584,,L,2025-H1,IM,NH,P4,PL,,,,31804106,,,
111584,,L,2025-H1,IM,NH,P4,WD,,,,2961013,,,
111584,,L,2025-H1,IM,RU,P5,WD,,,,20015485,,,
111584,,L,2025-H1,SO,HDC,,AL,,,,7060880,256824,,
107578,,L,2025-H1,IM,NH,P2,PC,,,,19454073,,,
107578,,L,2025-H1,IM,NH,P4,WD,,,,48988956,,,
107578,,L,2025-H1,IM,RU,P5,PC,,,,23969475,,,
107578,,L,2025-H1,IM,RU,P5,WD,,,,49237208,,,
107578,,L,2025-H1,PF,NH,P2,PC,,,,21327627,,,
107578,,L,2025-H1,PF,NH,P2,PL,,,,23715660,,,
107578,,L,2025-H1,PF,NH,P4,PL,,,,28142444,,,
107578,,L,2025-H1,PF,RU,P5,PC,,,,5044056,,,
107578,,L,2025-H1,SO,HH,P1,PC,,,,45637128,,,R
107578,,L,2025-H1,SO,HH,P1,PC,,,,30432028,,,G
107578,,L,2025-H1,SO,HH,P1,PL,Flexible,,,19663131,,,R
107578,,L,2025-H1,SO,HH,P3,PC,,,,36397684,,,G
107578,,L,2025-H1,SO,HH,P3,PL,Flexible,,,39627737,,,R
111501,,L,2025-H1,IM,HH,P1,PL,Flexible,,,31971126,,,
111501,,L,2025-H1,IM,HH,P1,PL,Rigid,,,44256858,,,
111501,,L,2025-H1,IM,HH,P1,ST,,,,19527242,,,
111501,,L,2025-H1,IM,NH,P2,PC,,,,30302011,,,
111501,,L,2025-H1,IM,NH,P4,PL,,,,6118321,,,
111501,,L,2025-H1,IM,NH,P4,WD,,,,25098773,,,
111501,,L,2025-H1,IM,RU,P5,WD,,,,44595423,,,
111501,,L,2025-H1,SO,HDC,,AL,,,,42871370,3835626,,
111501,,L,2025-H1,SO,HDC,,GL,,,,46609381,1350119,,
111501,,L,2025-H1,SO,HDC,,PL,,,,27481634,3250536,,
111501,,L,2025-H1,SO,HH,P1,AL,,,,29692504,,,
111501,,L,2025-H1,SO,HH,P1,FC,,,,41328927,,,
111501,,L,2025-H1,SO,HH,P1,GL,,,,49115996,,,
111501,,L,2025-H1,SO,HH,P1,OT,Cork,,,9633523,,,
111501,,L,2025-H1,SO,HH,P1,OT,String,,,26145917,,,
111501,,L,2025-H1,SO,HH,P1,PC,,,,40968998,,,
111501,,L,2025-H1,SO,HH,P1,PL,Flexible,,,45476348,,,
111501,,L,2025-H1,SO,HH,P1,PL,Rigid,,,9407827,,,
111501,,L,2025-H1,SO,HH,P1,ST,,,,36946267,,,
111501,,L,2025-H1,SO,NH,P1,PC,,,,10104545,,,
111501,,L,2025-H1,SO,NH,P1,PL,,,,18662236,,,
111501,,L,2025-H1,SO,NH,P2,PC,,,,30798793,,,
111501,,L,2025-H1,SO,NH,P2,PL,,,,14070326,,,
111501,,L,2025-H1,SO,PB,B1,AL,,,,7281305,,,
111501,,L,2025-H1,SO,PB,B1,FC,,,,11543983,,,
111501,,L,2025-H1,SO,PB,B1,PL,Flexible,,,43846686,,,
111501,,L,2025-H1,SO,PB,B1,PL,Rigid,,,26602450,,,
111501,,L,2025-H1,IM,HDC,,AL,,,,12730895,9072,,
111501,,L,2025-H1,IM,HDC,,GL,,,,27770621,291649,,
111501,,L,2025-H1,IM,HH,P1,AL,,,,29323932,,,
111501,,L,2025-H1,IM,HH,P1,OT,Cork,,,38784855,,,
111501,,L,2025-H1,IM,HH,P1,PC,,,,5034136,,,
111747,,L,2025-H1,PF,HH,P3,PL,Flexible,,,30160306,,,
111749,,L,2025-H1,IM,HDC,,AL,,,,45810023,7824,,
111749,,L,2025-H1,IM,HDC,,GL,,,,9942847,82831,,
111749,,L,2025-H1,IM,HH,P1,AL,,,,40165070,,,
111749,,L,2025-H1,IM,HH,P1,OT,Cork,,,7914400,,,
111749,,L,2025-H1,IM,HH,P1,PC,,,,13138392,,,
111749,,L,2025-H1,IM,HH,P1,PL,Flexible,,,46121332,,,
111749,,L,2025-H1,IM,HH,P1,PL,Rigid,,,3481483,,,
111749,,L,2025-H1,IM,HH,P1,ST,,,,23422892,,,
111749,,L,2025-H1,IM,NH,P2,PC,,,,26884781,,,
111749,,L,2025-H1,IM,NH,P4,PL,,,,38644752,,,
111749,,L,2025-H1,IM,NH,P4,WD,,,,11686520,,,
111749,,L,2025-H1,IM,RU,P5,WD,,,,33140718,,,
115274,,L,2025-H1,PF,PB,B1,PC,,,,48965215,,,G
103889,,L,2025-H1,IM,NH,P1,PL,,,,19330831,,,
103889,,L,2025-H1,SO,HH,P1,PL,Flexible,,,31396749,,,
103889,,L,2025-H1,SO,HH,P1,ST,,,,36376840,,,
103889,,L,2025-H1,SO,HH,P3,PC,,,,47489274,,,
103889,,L,2025-H1,SO,NH,P1,PL,,,,25763245,,,
103889,,L,2025-H1,SO,NH,P1,ST,,,,9592339,,,
103889,,L,2025-H1,SO,NH,P4,PC,,,,24529629,,,
103889,,L,2025-H1,SO,NH,P4,PL,,,,19933593,,,
107130,,L,2025-H1,PF,NH,P2,PC,,,,31136285,,,
107130,,L,2025-H1,PF,NH,P2,PL,,,,47908761,,,
106244,,L,2025-H1,IM,NH,P2,PC,,,,49312212,,,
106244,,L,2025-H1,SO,HH,P1,PC,,,,35967239,,,
106244,,L,2025-H1,SO,HH,P1,PL,Flexible,,,28826750,,,
106244,,L,2025-H1,SO,HH,P1,PL,Rigid,,,8511836,,,
106244,,L,2025-H1,SO,HH,P3,PC,,,,32725491,,,
106244,,L,2025-H1,SO,NH,P2,PC,,,,42412080,,,
106244,,L,2025-H1,SO,NH,P2,PL,,,,13534334,,,
104511,,L,2025-H1,IM,NH,P1,PL,,,,45261948,,,
104511,,L,2025-H1,IM,NH,P4,WD,,,,10766561,,,
104511,,L,2025-H1,IM,RU,P5,WD,,,,47983351,,,
104511,,L,2025-H1,PF,NH,P1,PC,,,,36884984,,,
106834,,L,2025-H1,SO,NH,P2,OT,Silicone,,,26419436,,,
106834,,L,2025-H1,SO,NH,P2,PC,,,,6822778,,,
106834,,L,2025-H1,SO,NH,P2,PL,,,,27033857,,,
106834,,L,2025-H1,SO,PB,B1,AL,,,,19675223,,,
106834,,L,2025-H1,SO,PB,B1,FC,,,,7300702,,,
106834,,L,2025-H1,SO,PB,B1,OT,Ribbon,,,29373811,,,
106834,,L,2025-H1,SO,PB,B1,PC,,,,29514475,,,
106834,,L,2025-H1,SO,PB,B1,PL,Flexible,,,31889638,,,
106834,,L,2025-H1,SO,PB,B1,PL,Rigid,,,21433812,,,
106834,,L,2025-H1,,OW,O2,PC,,EN,,26323441,,,
106834,,L,2025-H1,,OW,O2,PC,,NI,,412421,,,
106834,,L,2025-H1,,OW,O2,PC,,SC,,23729178,,,
106834,,L,2025-H1,,OW,O2,PC,,WS,,29485296,,,
106834,,L,2025-H1,,OW,O2,GL,,EN,,11929979,,,
106834,,L,2025-H1,,OW,O2,GL,,NI,,45716545,,,
106834,,L,2025-H1,HL,NH,P2,PL,,,,41245376,,,
106834,,L,2025-H1,HL,RU,P5,PL,,,,38068059,,,
106834,,L,2025-H1,IM,HDC,,AL,,,,6222084,41206,,
106834,,L,2025-H1,IM,HDC,,GL,,,,23644150,32070832,,
106834,,L,2025-H1,IM,HDC,,PL,,,,12955728,1042080,,
106834,,L,2025-H1,IM,HH,P1,AL,,,,4769087,,,
106834,,L,2025-H1,IM,HH,P1,FC,,,,21397659,,,
106834,,L,2025-H1,IM,HH,P1,GL,,,,8088386,,,
106834,,L,2025-H1,IM,HH,P1,OT,Bamboo,,,68265,,,
106834,,L,2025-H1,IM,HH,P1,OT,Cloth,,,17746730,,,
106834,,L,2025-H1,IM,HH,P1,OT,Copper,,,42611338,,,
106834,,L,2025-H1,IM,HH,P1,OT,Cork,,,41399403,,,
106834,,L,2025-H1,IM,HH,P1,OT,Jute,,,8558375,,,
106834,,L,2025-H1,IM,HH,P1,OT,Ribbon,,,37849660,,,
106834,,L,2025-H1,IM,HH,P1,OT,Rubber,,,10634820,,,
106834,,L,2025-H1,IM,HH,P1,OT,String,,,35601383,,,
106834,,L,2025-H1,IM,HH,P1,PC,,,,15083112,,,
106834,,L,2025-H1,IM,HH,P1,PL,Flexible,,,36525333,,,
106834,,L,2025-H1,IM,HH,P1,PL,Rigid,,,2186901,,,
106834,,L,2025-H1,IM,HH,P1,ST,,,,38972001,,,
106834,,L,2025-H1,IM,HH,P1,WD,,,,36024711,,,
106834,,L,2025-H1,IM,NH,P2,OT,Silicone,,,4364260,,,
106834,,L,2025-H1,IM,NH,P2,PC,,,,48842151,,,
106834,,L,2025-H1,IM,NH,P2,PL,,,,24414733,,,
106834,,L,2025-H1,IM,NH,P4,PC,,,,28748522,,,
106834,,L,2025-H1,,OW,O2,GL,,SC,,3414137,,,
106834,,L,2025-H1,,OW,O2,GL,,WS,,3301167,,,
106834,,L,2025-H1,,OW,O2,ST,,EN,,15910267,,,
106834,,L,2025-H1,,OW,O2,ST,,NI,,5826041,,,
106834,,L,2025-H1,,OW,O2,ST,,SC,,15951465,,,
106834,,L,2025-H1,,OW,O2,ST,,WS,,27655672,,,
106834,,L,2025-H1,,OW,O2,PL,,EN,,8791744,,,
106834,,L,2025-H1,,OW,O2,PL,,NI,,44156175,,,
106834,,L,2025-H1,,OW,O2,PL,,SC,,34562879,,,
106834,,L,2025-H1,,OW,O2,PL,,WS,,26882164,,,
106834,,L,2025-H1,,OW,O2,WD,,EN,,45922257,,,
106834,,L,2025-H1,,OW,O2,WD,,NI,,17095451,,,
106834,,L,2025-H1,,OW,O2,WD,,SC,,41718934,,,
106834,,L,2025-H1,,OW,O2,WD,,WS,,49898576,,,
107032,,L,2025-H1,IM,NH,P4,ST,,,,48794115,,,
107032,,L,2025-H1,PF,NH,P1,PC,,,,43877302,,,
107032,,L,2025-H1,PF,NH,P1,PL,,,,21322163,,,
107032,,L,2025-H1,PF,NH,P1,ST,,,,2567329,,,
107032,,L,2025-H1,PF,NH,P4,OT,Rubber,,,46531319,,,
107032,,L,2025-H1,PF,NH,P4,OT,Silica,,,14939832,,,
108471,,L,2025-H1,PF,NH,P4,WD,,,,34940828,,,
108471,,L,2025-H1,PF,RU,P5,WD,,,,13992508,,,
108471,,L,2025-H1,SO,NH,P1,PL,,,,2750860,,,
108471,,L,2025-H1,SO,NH,P2,PC,,,,30247193,,,
108471,,L,2025-H1,,OW,O2,PC,,NI,,16058937,,,
108471,,L,2025-H1,,OW,O2,GL,,NI,,46392622,,,
108471,,L,2025-H1,,OW,O2,PL,,NI,,506292,,,
108471,,L,2025-H1,,OW,O2,WD,,NI,,25847835,,,
103032,,L,2025-H1,SO,NH,P1,PC,,,,18216147,,,
103032,,L,2025-H1,SO,NH,P1,PL,,,,38395093,,,
103032,,L,2025-H1,SO,NH,P1,WD,,,,45951170,,,
107373,,L,2025-H1,IM,HDC,,AL,,,,47088288,40356,,
107373,,L,2025-H1,IM,HDC,,PL,,,,26494945,253877,,
107373,,L,2025-H1,IM,HH,P1,AL,,,,44133535,,,
107373,,L,2025-H1,IM,HH,P1,FC,,,,28888137,,,
107373,,L,2025-H1,IM,HH,P1,GL,,,,37856858,,,
107373,,L,2025-H1,IM,HH,P1,OT,Biodegradable plastics,,,33821320,,,
107373,,L,2025-H1,IM,HH,P1,PC,,,,15990449,,,
107373,,L,2025-H1,IM,HH,P1,PL,Flexible,,,46422629,,,
107373,,L,2025-H1,IM,HH,P1,PL,Rigid,,,14754157,,,
107373,,L,2025-H1,IM,HH,P1,ST,,,,11849413,,,
